Wavenumber,Intensity
397.73635153129161118688,0.13944579
398.73501997336884154640,0.13645888
399.73368841544607190592,0.15286589
400.73235685752330226544,0.16894872
401.73102529960053262496,0.16933143
402.72969374167776298448,0.15379653
403.72836218375499334400,0.15741284
404.72703062583222370352,0.183109
405.72569906790945406304,0.16902537
406.72436750998668442256,0.18817219
407.72303595206391478208,0.17822606
408.72170439414114514160,0.17680064
409.72037283621837550112,0.16498249
410.71904127829560586064,0.1587548
411.71770972037283622016,0.1570154
412.71637816245006657968,0.17147604
413.71504660452729693920,0.19274875
414.71371504660452729872,0.17093154
415.71238348868175765824,0.1771223
416.71105193075898801776,0.15757896
417.70972037283621837728,0.13839044
418.70838881491344873680,0.1463637
419.70705725699067909632,0.14314358
420.70572569906790945584,0.1203203
421.70439414114513981536,0.13156125
422.70306258322237017488,0.14356414
423.70173102529960053440,0.13225618
424.70039946737683089392,0.13258505
425.69906790945406125344,0.11949028
426.69773635153129161296,0.10606445
427.69640479360852197248,0.0933974
428.69507323568575233200,0.09435858
429.69374167776298269152,0.10779209
430.69241011984021305104,0.1261959
431.69107856191744341056,0.12599713
432.68974700399467377008,0.1087168
433.68841544607190412960,0.10058226
434.68708388814913448912,0.0992893
435.68575233022636484864,0.10084319
436.68442077230359520816,0.10535007
437.68308921438082556768,0.09859864
438.68175765645805592720,0.09766956
439.68042609853528628672,0.10118458
440.67909454061251664624,0.09232059
441.67776298268974700576,0.08505988
442.67643142476697736528,0.09858692
443.67509986684420772480,0.10343688
444.67376830892143808432,0.0962243
445.67243675099866844384,0.10185463
446.67110519307589880336,0.09063614
447.66977363515312916288,0.09149733
448.66844207723035952240,0.09614736
449.66711051930758988192,0.0907617
450.66577896138482024144,0.09398443
451.66444740346205060096,0.0948297
452.66311584553928096048,0.09804692
453.66178428761651132000,0.09511147
454.66045272969374167952,0.08778374
455.65912117177097203904,0.09148009
456.65778961384820239856,0.06601215
457.65645805592543275808,0.08041171
458.65512649800266311760,0.08037911
459.65379494007989347712,0.06988069
460.65246338215712383664,0.07218328
461.65113182423435419616,0.07666815
462.64980026631158455568,0.07360763
463.64846870838881491520,0.07121011
464.64713715046604527472,0.07009737
465.64580559254327563424,0.07080905
466.64447403462050599376,0.07928856
467.64314247669773635328,0.07804219
468.64181091877496671280,0.06057162
469.64047936085219707232,0.06594505
470.63914780292942743184,0.08718454
471.63781624500665779136,0.0761393
472.63648468708388815088,0.06601032
473.63515312916111851040,0.06559434
474.63382157123834886992,0.07460398
475.63249001331557922944,0.05612938
476.63115845539280958896,0.07220324
477.62982689747003994848,0.06816236
478.62849533954727030800,0.06962067
479.62716378162450066752,0.07033117
480.62583222370173102704,0.06761316
481.62450066577896138656,0.07324674
482.62316910785619174608,0.05505504
483.62183754993342210560,0.0468093
484.62050599201065246512,0.0534489
485.61917443408788282464,0.05656514
486.61784287616511318416,0.06549122
487.61651131824234354368,0.07148565
488.61517976031957390320,0.07137857
489.61384820239680426272,0.06644419
490.61251664447403462224,0.0819291
491.61118508655126498176,0.07094895
492.60985352862849534128,0.05411279
493.60852197070572570080,0.05934833
494.60719041278295606032,0.07419783
495.60585885486018641984,0.06391821
496.60452729693741677936,0.06055537
497.60319573901464713888,0.07319177
498.60186418109187749840,0.06976226
499.60053262316910785792,0.06583822
500.59920106524633821744,0.06907295
501.59786950732356857696,0.0752421
502.59653794940079893648,0.07469782
503.59520639147802929600,0.06660402
504.59387483355525965552,0.07399126
505.59254327563249001504,0.07430537
506.59121171770972037456,0.07188176
507.58988015978695073408,0.06891744
508.58854860186418109360,0.06012913
509.58721704394141145312,0.07599398
510.58588548601864181264,0.0749995
511.58455392809587217216,0.07630577
512.58322237017310253168,0.06676667
513.58189081225033289120,0.06176222
514.58055925432756325072,0.06732302
515.57922769640479361024,0.0732163
516.57789613848202396976,0.06782876
517.57656458055925432928,0.06542739
518.57523302263648468880,0.08105386
519.57390146471371504832,0.08393198
520.57256990679094540784,0.06700046
521.57123834886817576736,0.05623051
522.56990679094540612688,0.0672855
523.56857523302263648640,0.07738107
524.56724367509986684592,0.07926277
525.56591211717709720544,0.08472741
526.56458055925432756496,0.07546404
527.56324900133155792448,0.08609084
528.56191744340878828400,0.08403081
529.56058588548601864352,0.08060247
530.55925432756324900304,0.08341492
531.55792276964047936256,0.08931
532.55659121171770972208,0.09280742
533.55525965379494008160,0.09006816
534.55392809587217044112,0.09589415
535.55259653794940080064,0.09647787
536.55126498002663116016,0.09415073
537.54993342210386151968,0.08956136
538.54860186418109187920,0.10184164
539.54727030625832223872,0.10923063
540.54593874833555259824,0.10372754
541.54460719041278295776,0.10540423
542.54327563249001331728,0.115144
543.54194407456724367680,0.11536668
544.54061251664447403632,0.11079422
545.53928095872170439584,0.09884743
546.53794940079893475536,0.11508343
547.53661784287616511488,0.11020006
548.53528628495339547440,0.11545524
549.53395472703062583392,0.11174502
550.53262316910785619344,0.10910624
551.53129161118508655296,0.11365201
552.52996005326231691248,0.1070981
553.52862849533954727200,0.10192182
554.52729693741677763152,0.09479881
555.52596537949400799104,0.09758056
556.52463382157123835056,0.10048079
557.52330226364846871008,0.09709484
558.52197070572569906960,0.09149107
559.52063914780292942912,0.08657269
560.51930758988015978864,0.09793652
561.51797603195739014816,0.10348995
562.51664447403462050768,0.08953495
563.51531291611185086720,0.0921611
564.51398135818908122672,0.10790179
565.51264980026631158624,0.1003177
566.51131824234354194576,0.09871994
567.50998668442077230528,0.08983581
568.50865512649800266480,0.09082012
569.50732356857523302432,0.09818359
570.50599201065246338384,0.09574713
571.50466045272969374336,0.09054146
572.50332889480692410288,0.09249835
573.50199733688415446240,0.09211382
574.50066577896138482192,0.09191577
575.49933422103861518144,0.08827363
576.49800266311584554096,0.09113554
577.49667110519307590048,0.08648168
578.49533954727030626000,0.07696998
579.49400798934753661952,0.07676655
580.49267643142476697904,0.0845202
581.49134487350199733856,0.08512746
582.49001331557922769808,0.08216304
583.48868175765645805760,0.08458361
584.48735019973368841712,0.08747842
585.48601864181091877664,0.08645046
586.48468708388814913616,0.07324184
587.48335552596537949568,0.07210653
588.48202396804260985520,0.07808181
589.48069241011984021472,0.07354757
590.47936085219707057424,0.08348848
591.47802929427430093376,0.08606621
592.47669773635153129328,0.08317363
593.47536617842876165280,0.07727027
594.47403462050599201232,0.06742333
595.47270306258322237184,0.06557091
596.47137150466045273136,0.07278662
597.47003994673768309088,0.07052059
598.46870838881491345040,0.07284304
599.46737683089214380992,0.0723738
600.46604527296937416944,0.07184229
601.46471371504660452896,0.0746819
602.46338215712383488848,0.08048599
603.46205059920106524800,0.06919563
604.46071904127829560752,0.06224243
605.45938748335552596704,0.07226676
606.45805592543275632656,0.08056372
607.45672436750998668608,0.07643399
608.45539280958721704560,0.08416295
609.45406125166444740512,0.083459
610.45272969374167776464,0.08102045
611.45139813581890812416,0.08797144
612.45006657789613848368,0.09439174
613.44873501997336884320,0.09505813
614.44740346205059920272,0.11065362
615.44607190412782956224,0.13061154
616.44474034620505992176,0.13618903
617.44340878828229028128,0.15440675
618.44207723035952064080,0.18699465
619.44074567243675100032,0.24505947
620.43941411451398135984,0.36017714
621.43808255659121171936,0.50376624
622.43675099866844207888,0.63716151
623.43541944074567243840,0.68826138
624.43408788282290279792,0.63776118
625.43275632490013315744,0.52926147
626.43142476697736351696,0.38961628
627.43009320905459387648,0.26900049
628.42876165113182423600,0.2015142
629.42743009320905459552,0.16277601
630.42609853528628495504,0.13663715
631.42476697736351531456,0.11886717
632.42343541944074567408,0.11066019
633.42210386151797603360,0.10032009
634.42077230359520639312,0.08128889
635.41944074567243675264,0.09379069
636.41810918774966711216,0.09373761
637.41677762982689747168,0.09601033
638.41544607190412783120,0.0898533
639.41411451398135819072,0.07836328
640.41278295605858855024,0.07953946
641.41145139813581890976,0.0680436
642.41011984021304926928,0.06566671
643.40878828229027962880,0.06235706
644.40745672436750998832,0.059714
645.40612516644474034784,0.05109971
646.40479360852197070736,0.0487368
647.40346205059920106688,0.05261059
648.40213049267643142640,0.0494026
649.40079893475366178592,0.05451563
650.39946737683089214544,0.05373353
651.39813581890812250496,0.04970834
652.39680426098535286448,0.0519732
653.39547270306258322400,0.05384459
654.39414114513981358352,0.05043179
655.39280958721704394304,0.05501983
656.39147802929427430256,0.05770438
657.39014647137150466208,0.04846454
658.38881491344873502160,0.04952832
659.38748335552596538112,0.05321748
660.38615179760319574064,0.04930389
661.38482023968042610016,0.05259619
662.38348868175765645968,0.05145397
663.38215712383488681920,0.06090547
664.38082556591211717872,0.05047553
665.37949400798934753824,0.04981284
666.37816245006657789776,0.04228369
667.37683089214380825728,0.04764939
668.37549933422103861680,0.04564895
669.37416777629826897632,0.03118094
670.37283621837549933584,0.06279632
671.37150466045272969536,0.05876526
672.37017310252996005488,0.04375558
673.36884154460719041440,0.04482701
674.36750998668442077392,0.05403929
675.36617842876165113344,0.0486183
676.36484687083888149296,0.03650793
677.36351531291611185248,0.04313766
678.36218375499334221200,0.04584265
679.36085219707057257152,0.0555774
680.35952063914780293104,0.04757874
681.35818908122503329056,0.04292594
682.35685752330226365008,0.04290776
683.35552596537949400960,0.03652598
684.35419440745672436912,0.0390589
685.35286284953395472864,0.04315278
686.35153129161118508816,0.03976524
687.35019973368841544768,0.05574034
688.34886817576564580720,0.06080545
689.34753661784287616672,0.04745187
690.34620505992010652624,0.04236711
691.34487350199733688576,0.04182143
692.34354194407456724528,0.04435513
693.34221038615179760480,0.05341692
694.34087882822902796432,0.04601119
695.33954727030625832384,0.04801007
696.33821571238348868336,0.05282272
697.33688415446071904288,0.0513277
698.33555259653794940240,0.05095414
699.33422103861517976192,0.04969624
700.33288948069241012144,0.05303338
701.33155792276964048096,0.06992895
702.33022636484687084048,0.07446367
703.32889480692410120000,0.06070971
704.32756324900133155952,0.06592649
705.32623169107856191904,0.0669778
706.32490013315579227856,0.0620266
707.32356857523302263808,0.06213629
708.32223701731025299760,0.05270222
709.32090545938748335712,0.06666037
710.31957390146471371664,0.05787853
711.31824234354194407616,0.04889184
712.31691078561917443568,0.05002256
713.31557922769640479520,0.04840733
714.31424766977363515472,0.04572409
715.31291611185086551424,0.0496963
716.31158455392809587376,0.04433762
717.31025299600532623328,0.04845105
718.30892143808255659280,0.04628108
719.30758988015978695232,0.05648586
720.30625832223701731184,0.05680752
721.30492676431424767136,0.0481519
722.30359520639147803088,0.06615841
723.30226364846870839040,0.05331446
724.30093209054593874992,0.0592597
725.29960053262316910944,0.06231985
726.29826897470039946896,0.05860648
727.29693741677762982848,0.05134808
728.29560585885486018800,0.0532415
729.29427430093209054752,0.0561847
730.29294274300932090704,0.05825087
731.29161118508655126656,0.06350744
732.29027962716378162608,0.06652977
733.28894806924101198560,0.07126819
734.28761651131824234512,0.07100447
735.28628495339547270464,0.07153746
736.28495339547270306416,0.08336928
737.28362183754993342368,0.11397872
738.28229027962716378320,0.1159363
739.28095872170439414272,0.12441206
740.27962716378162450224,0.13161768
741.27829560585885486176,0.12607022
742.27696404793608522128,0.13450274
743.27563249001331558080,0.14530069
744.27430093209054594032,0.13496532
745.27296937416777629984,0.14630417
746.27163781624500665936,0.14838182
747.27030625832223701888,0.15521469
748.26897470039946737840,0.16093496
749.26764314247669773792,0.16411562
750.26631158455392809744,0.18394606
751.26498002663115845696,0.16433043
752.26364846870838881648,0.17002796
753.26231691078561917600,0.18070166
754.26098535286284953552,0.17481253
755.25965379494007989504,0.19052418
756.25832223701731025456,0.20485693
757.25699067909454061408,0.19398248
758.25565912117177097360,0.2061635
759.25432756324900133312,0.23078807
760.25299600532623169264,0.21704833
761.25166444740346205216,0.2134226
762.25033288948069241168,0.20315053
763.24900133155792277120,0.21971649
764.24766977363515313072,0.23076174
765.24633821571238349024,0.20857689
766.24500665778961384976,0.20828597
767.24367509986684420928,0.20657479
768.24234354194407456880,0.20202956
769.24101198402130492832,0.19435822
770.23968042609853528784,0.20428728
771.23834886817576564736,0.1785694
772.23701731025299600688,0.18527927
773.23568575233022636640,0.17526854
774.23435419440745672592,0.16734914
775.23302263648468708544,0.15866321
776.23169107856191744496,0.16182637
777.23035952063914780448,0.17265054
778.22902796271637816400,0.15858461
779.22769640479360852352,0.16060484
780.22636484687083888304,0.16692496
781.22503328894806924256,0.18165214
782.22370173102529960208,0.18520926
783.22237017310252996160,0.19504681
784.22103861517976032112,0.18328514
785.21970705725699068064,0.19798586
786.21837549933422104016,0.21549004
787.21704394141145139968,0.23852454
788.21571238348868175920,0.24436684
789.21438082556591211872,0.27084809
790.21304926764314247824,0.30476266
791.21171770972037283776,0.3080797
792.21038615179760319728,0.32380107
793.20905459387483355680,0.3439336
794.20772303595206391632,0.36879601
795.20639147802929427584,0.3992532
796.20505992010652463536,0.41527419
797.20372836218375499488,0.41154759
798.20239680426098535440,0.39481359
799.20106524633821571392,0.38311809
800.19973368841544607344,0.40020566
801.19840213049267643296,0.3794884
802.19707057256990679248,0.36013195
803.19573901464713715200,0.32613611
804.19440745672436751152,0.31419437
805.19307589880159787104,0.27960125
806.19174434087882823056,0.25178584
807.19041278295605859008,0.24351635
808.18908122503328894960,0.21788317
809.18774966711051930912,0.18286155
810.18641810918774966864,0.17793876
811.18508655126498002816,0.19308927
812.18375499334221038768,0.18287572
813.18242343541944074720,0.17994144
814.18109187749667110672,0.15358871
815.17976031957390146624,0.15866863
816.17842876165113182576,0.13821268
817.17709720372836218528,0.13935903
818.17576564580559254480,0.1271459
819.17443408788282290432,0.11647405
820.17310252996005326384,0.11155486
821.17177097203728362336,0.09816894
822.17043941411451398288,0.10352177
823.16910785619174434240,0.08749159
824.16777629826897470192,0.08265943
825.16644474034620506144,0.07352656
826.16511318242343542096,0.08221178
827.16378162450066578048,0.09451826
828.16245006657789614000,0.08096955
829.16111850865512649952,0.06748784
830.15978695073235685904,0.07668026
831.15845539280958721856,0.08112822
832.15712383488681757808,0.08379642
833.15579227696404793760,0.09243599
834.15446071904127829712,0.08950868
835.15312916111850865664,0.10934502
836.15179760319573901616,0.11308838
837.15046604527296937568,0.10612451
838.14913448735019973520,0.10796749
839.14780292942743009472,0.1150329
840.14647137150466045424,0.1287965
841.14513981358189081376,0.12775812
842.14380825565912117328,0.13961631
843.14247669773635153280,0.1398282
844.14114513981358189232,0.14545888
845.13981358189081225184,0.13165434
846.13848202396804261136,0.12922944
847.13715046604527297088,0.12681628
848.13581890812250333040,0.11147726
849.13448735019973368992,0.11910788
850.13315579227696404944,0.10998146
851.13182423435419440896,0.09402497
852.13049267643142476848,0.11025368
853.12916111850865512800,0.11589263
854.12782956058588548752,0.10407809
855.12649800266311584704,0.09345777
856.12516644474034620656,0.09125736
857.12383488681757656608,0.09418308
858.12250332889480692560,0.09309926
859.12117177097203728512,0.09264635
860.11984021304926764464,0.09921415
861.11850865512649800416,0.11459848
862.11717709720372836368,0.09622564
863.11584553928095872320,0.07743125
864.11451398135818908272,0.09842288
865.11318242343541944224,0.09361573
866.11185086551264980176,0.09145972
867.11051930758988016128,0.08402383
868.10918774966711052080,0.08383059
869.10785619174434088032,0.09404845
870.10652463382157123984,0.10341073
871.10519307589880159936,0.09530326
872.10386151797603195888,0.09089555
873.10252996005326231840,0.10807703
874.10119840213049267792,0.09887206
875.09986684420772303744,0.08764872
876.09853528628495339696,0.09267943
877.09720372836218375648,0.08134565
878.09587217043941411600,0.07797957
879.09454061251664447552,0.08080679
880.09320905459387483504,0.08655009
881.09187749667110519456,0.0794666
882.09054593874833555408,0.07882436
883.08921438082556591360,0.09147916
884.08788282290279627312,0.08262879
885.08655126498002663264,0.09567507
886.08521970705725699216,0.09333184
887.08388814913448735168,0.08854936
888.08255659121171771120,0.07501549
889.08122503328894807072,0.07932905
890.07989347536617843024,0.07144495
891.07856191744340878976,0.08101958
892.07723035952063914928,0.08949726
893.07589880159786950880,0.09259001
894.07456724367509986832,0.08281497
895.07323568575233022784,0.07504982
896.07190412782956058736,0.07530077
897.07057256990679094688,0.09587742
898.06924101198402130640,0.09189987
899.06790945406125166592,0.09243035
900.06657789613848202544,0.09081122
901.06524633821571238496,0.1160534
902.06391478029294274448,0.11351083
903.06258322237017310400,0.10070866
904.06125166444740346352,0.10814621
905.05992010652463382304,0.10742279
906.05858854860186418256,0.13947134
907.05725699067909454208,0.13172962
908.05592543275632490160,0.11937346
909.05459387483355526112,0.10046205
910.05326231691078562064,0.12970828
911.05193075898801598016,0.13246074
912.05059920106524633968,0.10882065
913.04926764314247669920,0.11714178
914.04793608521970705872,0.11218771
915.04660452729693741824,0.1210082
916.04527296937416777776,0.10569107
917.04394141145139813728,0.09568686
918.04260985352862849680,0.10053416
919.04127829560585885632,0.08016967
920.03994673768308921584,0.07968487
921.03861517976031957536,0.08686723
922.03728362183754993488,0.07493101
923.03595206391478029440,0.06663033
924.03462050599201065392,0.06490378
925.03328894806924101344,0.06067268
926.03195739014647137296,0.07025007
927.03062583222370173248,0.07401102
928.02929427430093209200,0.08078436
929.02796271637816245152,0.07662698
930.02663115845539281104,0.07140608
931.02529960053262317056,0.0744027
932.02396804260985353008,0.08129621
933.02263648468708388960,0.08352978
934.02130492676431424912,0.08157872
935.01997336884154460864,0.05492471
936.01864181091877496816,0.0669356
937.01731025299600532768,0.09169093
938.01597869507323568720,0.0884057
939.01464713715046604672,0.06800168
940.01331557922769640624,0.08615056
941.01198402130492676576,0.08422192
942.01065246338215712528,0.09872282
943.00932090545938748480,0.09906067
944.00798934753661784432,0.0982345
945.00665778961384820384,0.09961158
946.00532623169107856336,0.08920777
947.00399467376830892288,0.10771955
948.00266311584553928240,0.10759033
949.00133155792276964192,0.08706137
950.00000000000000000144,0.11059949
950.99866844207723036096,0.11128152
951.99733688415446072048,0.10256401
952.99600532623169108000,0.10942448
953.99467376830892143952,0.10411312
954.99334221038615179904,0.09464209
955.99201065246338215856,0.09460382
956.99067909454061251808,0.10071961
957.98934753661784287760,0.09294898
958.98801597869507323712,0.10001126
959.98668442077230359664,0.11323292
960.98535286284953395616,0.0985143
961.98402130492676431568,0.09306913
962.98268974700399467520,0.11142373
963.98135818908122503472,0.11898718
964.98002663115845539424,0.13100107
965.97869507323568575376,0.12369954
966.97736351531291611328,0.12858084
967.97603195739014647280,0.13773216
968.97470039946737683232,0.12196278
969.97336884154460719184,0.13501388
970.97203728362183755136,0.12344846
971.97070572569906791088,0.11393108
972.96937416777629827040,0.13212216
973.96804260985352862992,0.13851946
974.96671105193075898944,0.12688651
975.96537949400798934896,0.12923935
976.96404793608521970848,0.13150896
977.96271637816245006800,0.1317297
978.96138482023968042752,0.14328638
979.96005326231691078704,0.16502433
980.95872170439414114656,0.16751823
981.95739014647137150608,0.18866163
982.95605858854860186560,0.17388585
983.95472703062583222512,0.19336474
984.95339547270306258464,0.213592
985.95206391478029294416,0.23257961
986.95073235685752330368,0.24085213
987.94940079893475366320,0.27008548
988.94806924101198402272,0.30663002
989.94673768308921438224,0.35025354
990.94540612516644474176,0.41378158
991.94407456724367510128,0.44916976
992.94274300932090546080,0.46077123
993.94141145139813582032,0.47620863
994.94007989347536617984,0.51883741
995.93874833555259653936,0.55896978
996.93741677762982689888,0.66009692
997.93608521970705725840,0.83243995
998.93475366178428761792,1.11920215
999.93342210386151797744,1.62015539
1000.93209054593874833696,2.39027139
1001.93075898801597869648,3.39115618
1002.92942743009320905600,4.20951289
1003.92809587217043941552,4.50703548
1004.92676431424766977504,4.23985064
1005.92543275632490013456,3.47441867
1006.92410119840213049408,2.65308508
1007.92276964047936085360,1.82799333
1008.92143808255659121312,1.22726047
1009.92010652463382157264,0.83238777
1010.91877496671105193216,0.62035221
1011.91744340878828229168,0.46123724
1012.91611185086551265120,0.34191337
1013.91478029294274301072,0.29954078
1014.91344873501997337024,0.25472217
1015.91211717709720372976,0.22866949
1016.91078561917443408928,0.20435503
1017.90945406125166444880,0.18605219
1018.90812250332889480832,0.18436747
1019.90679094540612516784,0.18417172
1020.90545938748335552736,0.19565413
1021.90412782956058588688,0.22159631
1022.90279627163781624640,0.23269431
1023.90146471371504660592,0.25095696
1024.90013315579227696544,0.28853912
1025.89880159786950732496,0.33656918
1026.89747003994673768448,0.39955134
1027.89613848202396804400,0.49738276
1028.89480692410119840352,0.61670068
1029.89347536617842876304,0.76334616
1030.89214380825565912256,0.89753958
1031.89081225033288948208,1.00132844
1032.88948069241011984160,1.09133204
1033.88814913448735020112,1.10035193
1034.88681757656458056064,1.0600672
1035.88548601864181092016,1.01296533
1036.88415446071904127968,0.89339616
1037.88282290279627163920,0.7600473
1038.88149134487350199872,0.59823726
1039.88015978695073235824,0.54029686
1040.87882822902796271776,0.44915669
1041.87749667110519307728,0.3770556
1042.87616511318242343680,0.32222026
1043.87483355525965379632,0.30711862
1044.87350199733688415584,0.29783191
1045.87217043941411451536,0.24079977
1046.87083888149134487488,0.22189788
1047.86950732356857523440,0.21115724
1048.86817576564580559392,0.19358982
1049.86684420772303595344,0.19112842
1050.86551264980026631296,0.18693708
1051.86418109187749667248,0.17974508
1052.86284953395472703200,0.17963294
1053.86151797603195739152,0.18409616
1054.86018641810918775104,0.16878203
1055.85885486018641811056,0.16253807
1056.85752330226364847008,0.16828576
1057.85619174434087882960,0.1786726
1058.85486018641810918912,0.17522452
1059.85352862849533954864,0.16938746
1060.85219707057256990816,0.16586752
1061.85086551264980026768,0.15665064
1062.84953395472703062720,0.17914272
1063.84820239680426098672,0.15829642
1064.84687083888149134624,0.18759047
1065.84553928095872170576,0.17224606
1066.84420772303595206528,0.17748833
